clave,nombre,activo,contacto,tipo,tipos_servicio,descripcion_servicios,metodo_pago,cuenta_pago,correo_e_contacto,razon_social,nombre_fiscal,regimen_fiscal,direccion,exterior,interior,colonia,cp,ciudad,estado,pais,telefono1,telefono2,fax,telefono800,correo_e,sitio_web,rfc,cuenta1,banco1,clabe1,cuenta2,banco2,clabe2,cuenta3,banco3,clabe3,cuenta4,banco4,clabe4,cuenta5,banco5,clabe5,titulo_anexo,vigencia_anexo,titulo_anexo2,vigencia_anexo2,titulo_anexo3,vigencia_anexo3,acepta_pago_directo,tasa_iva,agregar_iva_comision,pct_comision,pcc_sabre,codigo_bookingmotor,saldo_monedero,proveedor_corp,proveedor_corporativo,notas,imagen_cupon
25931,"AQUA EXPEDITIONS",1,"Milagros Quezada",V,"ATR,CRC",,,,mquezada@aquaexpeditions.com,"Aqua Expeditions Pte. Ltd",,,"10 Jln Kilang, #06-04/05 159410",,,,,,,Singapore,"+51 17077471","+51 989121712",,,,,201203043D,,,,7403002831330,,BINPPEPL,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
25942,"FOUR SEASONS HOTEL SINGAPORE",1,Reservations,V,HTL,,,,res.singapore@fourseasons.com,"Four Seasons Hotels and Resorts Asia Pacific Pte Ltd",,,"190 Orchard Blvd, 248646",,,,,,,Singapore,"+65 6734 1110",,,,,,199906988N,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,37726,,0.00,0,0,,0
25943,AMANSARA,1,Reservations,V,HTL,,,,amansarares@aman.com,"Amansara Co., Ltd.",,,"Krong 93101",,,,,"Siem Reap",,Camboya,"+855 63 760 333",,,,,,P52000054002,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,65088,,0.00,0,0,,0
25954,"ARACARI TRAVEL",1,Reservations,V,"ATR,PKT",,,,cecile@aracari.com,"Aracari Travel Consulting SRLTDA",,,"Calle Los Manzanos 649",,,,,,LIMA,Perú,"94 77 595 2754",,,,,,20333909635,,,," 194-1756440-1-27 ",,BCPLPEPL,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
25957,"Address Sky View",1,Reservations,V,HTL,,,,hreception.adsvh@addresshotels.com,"EMAAR PROPERTIES PJSC",,,"Emaar Square Area - Downtown Dubai ",,,,,"Dubái ",,"Emiratos Árabes Unidos","+971 4 873 8888",,,,,,100480861200003,,"Mashreq Bank PSC",,019000051960,AE230330000019000051960,"SWIFT: BOMLAEAD",,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,325618,,0.00,0,0,"BENEFICIARY NAME ASV Hotel LLC
BANK ACCOUNT NUMBER 019000051960
BANK ADDRESS Dubai, UAE
BANK NAME Mashreq Bank PSC
ACCOUNT CURRENCY AED
SWIFT CODE BOMLAEAD
IBAN NUMBER AE230330000019000051960
TAX REGISTRATION NUMBER 100480861200003",0
25990,"ROSEWOOD BERMUDA",1,Reservations,V,HTL,,,,eva.chan@rosewoodhotels.com,"Rosewood Hotels and Resorts LLC",,,"Tucker's Point Drive 60, Tuckers Point Drive, HS 02",,,,,,,Bermudas,"+1 441-298-4000",,,,,,75-2746788,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,104885,,0.00,0,0,,0
25993,"THE LODGE AT BLUE SKY AUBERGE COLLECTION",1,Reservations,V,HTL,,,,kate.brown@aubergeresorts.com,"Auberge Resorts Collection",,,"27649 Old Lincoln Hwy, Wanship, UT 84017",,,,,,,"Estados Unidos","+1 866-296-8998",,,,,,20814-2960,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,323150,,0.00,0,0,,0
26013,"Dream Pass",1,"Veronica Torres",V,PKT,"Crucero de Disney
Hotel de Disney
Entradas pases de Disney",,,,,,,,,,,,,,,5588549985,,,,veronica@dreampass.com.mx,dreampass.com.mx,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26065,"LVH Global",1,,V,,,,,,,,,"505 5th Ave 15th floor, New York, NY 10017, Estados Unidos",,,,,,,,"+1 212-244-4001",,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26070,"FOUR SEASONS HOTEL SEOUL",1,Reservations,V,HTL,,,,reservations.sko@fourseasons.com,"Four Seasons Korea Management, Ltd.",,,"97 Saemunan-ro, Jongno-gu",,,,,Seúl,,"Corea del Sur","+82 (2) 6388-5000",,,,,,2016-000008,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,226276,,0.00,0,0,,0
26085,"LATAM Airlines",1,,V,"BBF,VLO,ABC",,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26152,"HOTEL SCHWARZER ADLER KITZBUHEL - ADULTS ONLY",1,Reservations,V,HTL,,,,reservation@harischhotels.com,"Harisch Hotel GmbH",,,"Florianigasse 15, 6370 ",,,,,Kitzbuhel,," Austria","+43 5356 6911",,,,,,ATU46526004,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26216,FINAUTOS,1,"OSCAR FERNANDEZ",V,,,,,,,,,,,,,,,,MEXICO,52551519-0269,,,,INFO@FINAUTOS.COM,,,"AGUSTIN HERNANDEZ",Bancomer,012180011253474089,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26232,"Exclusive Spain/Tailor-Made Travel",1,,V,"ATR,TRF",,,,,"Exclusive Travels Plus S.L.",,,"Cruz de la Atalaya nº 7 Edif. 9.2.2 • 28223 Pozuelo de Alarcón • Madrid",,,,,,,,"+34 91 416 6838",,,,,,,,,,,ES4821002481761300564727,CAIXESBBXXX,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26277,"FUFU HAKONE",1,Reservations,V,HTL,,,,reservation@fufuhakone.jp,"Kabushiki Kaisha Hakone Suishoen",,,"1320-807 Gora, Hakone, Ashigarashimo District, Kanagawa 250-0408",,,,,,,Japón,+81-557-86-5336,,,,unchu_ryu@fufukawaguchiko.jp,,6010401018596,,,,110-2598969,,MHCBJPJT,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26285,"HOTEL COSTES",1,Reservations,V,HTL,,,,reservation@hotelcostes.com,"Hoteles City Express SAB de CV (HCITY).",,,"7 Rue de Castiglione, 75001",,,,,Paris,,Francia,"+33 1 42 44 50 00",,,,,,"FR 31 384 545 5",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,387359,,0.00,0,0,,0
26287,"SHA WELLNESS CLINIC MEXICO",1,Reservations,V,HTL,,,,reservations.mx@shawellness.com,"AlbirHills Resort, S.A.U.",,,"Carr. a Punta Sam 84, 77420 ",,,,,,"Cancún, Q.R.",México,"998 629 3777",,,,,,A54081518,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,604789,,0.00,0,0,,0
26288,"INTERCONTINENTAL SAO PAULO",1,Reservations,V,HTL,,,,reservas.saoha@ihg.com,"INTERCONTINENTAL HOTELS GROUP DO BRASIL LTDA.",,,"Alameda Santos, 1123 - Jardim Paulista, São Paulo - SP, 01419-001",,,,,,,Brasil,"+55 11 3179-2600",,,,,,42.289.025/0001,"Tarjeta AMEX",,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,28136,,0.00,0,0,,0
26346,"EDEN ROCK ST BARTHS",1,Reservations,V,HTL,,,,reservations.edenrock@oetkercollection.com,"SARL EDEN ROCK",,,"Baie de Saint Jean, 97133",,,,,,,"San Bartolomé","+590 590 29 79 99",,,,,,"B 753 792 266",,,,,FR7620033000010000006437,FXBBFRPPXXX,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,20930,,0.00,0,0,,0
26348,"MANDARIN ORIENTAL, LAKE COMO",1,Reservations,V,HTL,,,,mocmo-reservations@mohg.com,"Mandarin Oriental International Limited",,,"Via E. Caronti, 69, 22020 ",,,,,"Blevio CO",,Italia,"+39 031 32511",,,,,,05879750965,,,,,"IT 48 K 05034 10902 0000000125","BAPPIT21AR9 ",,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,14447,,0.00,0,0,,0
26368,"SENSEI LANAI A FOUR SEASONS RESORT",1,Reservations,V,HTL,,,,res.sensei@fourseasons.com,"LANAI RESORTS, LLC",,,"1 Keomoku Highway, HI 96763",,,,,"Lanai City",,"Estados Unidos","+1 808-565-4500",,,,,,"6495 C5",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,28385,,0.00,0,0,,0
26427,"Pebble Beach Resorts",1,,V,,,,,,,,,,,,,,,,,"+1 888-242-8131",,,,hawkek@pebblebeach.com,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26428,"México Kanko S.A.",1,,V,OTR,,,,,,,,"Paseo del Reforma 393, 101 y 102 Col. Cuauhtémoc, CDMX. CP 06500",,,,,,,,"55 3856 7177",,,,mauricio@mexicokanko.com.mx,,,,"BBVA BANCOMER",,0112318903,012180001123189032,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26429,LACURE,1,,V,,,,,,,,,,,,,,,,,"1 416 968 2374 ",,,,patrick.thibaudeau@lacure.com,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26452,"FAIRMONT CHATEAU WHISTLER",1,Reservations,V,HTL,,,,CWR.Reservations@Fairmont.com,"Accor S.A.",,,"4599 Chateau Blvd, BC V8E 1G1",,,,,Whistler,,Canadá,"+1 604-938-8000",,,,,,50015827,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,1609,,0.00,0,0,,0
26512,"FOUR SEASONS",1,,V,,,,,,,,,,,,,33154,,,USA,-,,,,,,,"Tarjeta AMEX",,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26535,"GRAVITY HAUS VAIL",1,Reservations,V,HTL,,,,gear@gravityhaus.com,"Gravity Haus Inc",,," 352 E Meadow Dr, 81657",352,,,81657,Vail,Colorado,"Estados Unidos ","+1 970-476-0700",,,,,,"720 780 2744",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,602616,,0.00,0,0,,0
26554,"FOUR SEASONS HOTEL SAN FRANCISCO AT EMBARCADERO",1,Reservations,V,HTL,,,,res.sanfrancisco@fourseasons.com,"Four Seasons Hotels Limited",,,"222 Sansome St, 94104",,,,,California,"San Francisco","Estados Unidos","+1 415-276-9888",,,,,,98-0057100,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,4032,,0.00,0,0,,0
26574,"FOUR SEASONS RESORT AND RESIDENCES CABO SAN LUCAS AT CABO DEL SOL",1,Reservations,V,HTL,,,,reservations.cabosanlucas@fourseasons.com,"INMOBILIARIA NACIONAL MEXICANA SAPI DE C.V.",,,"Carretera Transpeninsular Km 10.3 Cabo Del Sol Estado de México MX, 23455",,,,,"Cabo San Lucas","Baja California Sur",México,"624 172 1200",,,,,,INM500331HEO,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,603559,,0.00,0,0,,0
26591,EasyJet,1,,V,"BBF,VLO,ABC",,,,,,,,,,,,,,,,-,,,,,,,"Tarjeta AMEX",,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26592,"STERREKOPJE FARM",1,"Chane Smith",V,HTL,,,,welcome@sterrekopje.com,"Healing Farm (Pty) Limited",,,"Excelsior Rd, Franschhoek, 7690",,,,,,,Sudáfrica,"+27 21 007 0762",,,,,,4940302989,,,,"VENTA DIRECTA",,,,,,,,,LUIS,,,"Supplier Registration Form",0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26593,"THE BALMORAL, A ROCCO FORTE HOTEL",1,Reservations,V,HTL,,,,reception.balmoral@roccofortehotels.com,"The Balmoral Hotel Edinburgh Limited",,,"1 Princes St, Edinburgh EH2 2EQ",,,,,,,"Reino Unido","+44 131 556 2414",,,,,,"GB 878 2452 85","Tarjeta AMEX",,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,28262,,0.00,0,0,,0
26612,"VIAJES LI-COLIBRI",1,Reservations,V,PKT,,,,estefania@li-colibri.com,"Asociación Profesional de Solidaridad del Turismo (APST)",,,"19 Rue Louis le Grand, 75002",,,,,Paris,,Francia,"+33 6 30 79 59 54",,,,,,"67 873",,,,,FR7630003000200002008403855,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26615,"ROUND HILL HOTEL AND VILLAS",1,Reservations,A,HTL,,,,reservations@roundhill.com,"Round Hill Hotel and Villas",,,"John Pringle Drive",,,,,"Montego Bay",W.I.,Jamaica,"+1 800-972-2159",,,,,,"799 1779 46","Tarjeta AMEX",,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,10529,,0.00,0,0,,0
26616,"ALAN REIDER",1,"ALAN REIDER",A,TRF,"Suburban blindada con chofer a disposición. ",,,NA,NA,,,NA,,,,,,,México,+525554382582,,,,,,NA,0882031914,,072180008820319148,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26624,Ryanair,1,,V,"BBF,VLO,ABC",,,,,,,,,,,,,,,,-,,,,,,,"Tarjeta AMEX",,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26638,AJET,1,,V,"BBF,VLO,ABC",,,,,"AJET AEROLINEA",AJET,,,,,,,,,,000000000,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,"AEROLINEA WEB",0
26648,"INVITEDHOME VAIL",1,Reservations,V,HTL,,,,reservations@invitedhome.com,"Vail Resorts, Inc",,,"2121 N Frontage Rd W #116, CO 81657",,,,,Vail,,"Estados Unidos","+1 970-615-1788",,,,,,51-0291762,,,,8911795329,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,"Account Name: InvitedHome, Inc
1035 Pearl Sr, Ste 405 Boulder, CO 80302

Alpine Bank 
ABA Routing: 102103407
Account number: 8911795329",0
26650,"HOTEL EDEN",1,Reservations,V,HTL,,,,DiamondClub.HER@dorchestercollection.com,"Hotel Eden S.r.l.",,,"Via Ludovisi, 49, 00187 ",,,,,Roma,,Italia,"+39 06 478121",,,,,,04917580963,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,4712,,0.00,0,0,,0
26659,"EGYPT BEYOND",1,Reservations,V,HTL,,,,reservations@moudira.com,"Moudira Tourism FZCO",,,"20330, IFZA Business Park,","DDP Bldg A2,",,,,Dubai,,UAE,"+971 50 122 0568",,,,,"www.moudira.com ",20330,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,"Bank Account Certificate",0000-00-00,"VAT Registration Certificate",0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26673,"URSO HOTEL AND SPA",1,Reservations,V,HTL,,,,info@hotelurso.com,"Hotel Urso S.L.",,,"C. de Mejía Lequerica, 8, Centro, 28004",,,,28004,Madrid,,España,"+34 914 44 44 58",,,,,,B86949229,,,,,ES23-0049-5167-9121-1633-5161,BSCHESMM,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,2009,,0.00,0,0,,0
26682,EgyptAir,1,,V,"BBF,VLO,ABC",,,,,,,,,,,,,,,,0000000,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26750,"DROMOLAND CASTLE HOTEL",1,Reservations,V,HTL,,,,reservations@dromoland.ie,"Dromoland Castle Holdings Limited. ",,,"Dromoland, Newmarket on Fergus, V95 ATD3",,,,,"Co. Clare",,Irlanda,"+353 (0)61 36",,,,,,"GB 232 4004",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,45426,,0.00,0,0,,0
26751,"THE WESTBURY",1,"Sophia Todorova",V,HTL,,,,westburyreservations_@doylecollection.com,"Doyle Hotels (Holdings) Ltd. ",,,"Balfe St, Dublin 2, D02 CH66",,,,,,,Irlanda,"+353 1 679 1122",,,,,,418681,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,11036,,0.00,0,0,,0
26753,"FLEMINGS MAYFAIR HOTEL",1,"Tracy Holmes",V,HTL,,,,reservations@flemings.co.uk,"FLEMINGS HOTEL MAYFAIR LTD",,,"7-12 Half Moon St, W1J 7BH",,,,,Londres,,"Reino Unido","+44 20 7499 0000",,,,,,8305658,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,13258,,0.00,0,0,,0
26756,"Context Tours",1,"Kayla Owens",V,,,,,,,,,,,,,,,,,+1-267-477-7442,,,,info@contexttravel.com,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
26813,AMANKILA,1,Reservations,V,HTL,,,,reservations@aman.com,"Aman Group Sarl",,,"Jl. Raya Manggis, Manggis, Kec. Manggis, Kabupaten Karangas",,,,,"Bali 80871",,Indonesia,"+62 363 41333",,,,,https://www.aman.com/resorts/amankila,CHE-198.414.213,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,33852,,0.00,0,0,,0
27033,"CHATEAU DU SUREAU",1,Reservations,V,HTL,,,,chateau@chateausureau.com,"Sureau, Inc",,,"9215 48688 Victoria Ln, Oakhurst",,,,,California,,"Estados Unidos","+1 559-683-6860",,,,,,5457291,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,136528,,0.00,0,0,,0
27040,"Bangkok Airways",1,,V,"BBF,VLO,ABC",,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27047,K-ETA,1,,V,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27048,"PALACIO SANTA CLARA, AUTOGRAPH COLLECTION",1,Reservations,V,HTL,,,,front.santaclara@autographhotels.com,"ACHM Hotels by Marriott",,,"C/ de Pascual i Genís, 22, Ciutat Vella, 46002 ",,,,,Valencia,,España,"+34 960 13 10 00",,,,,,J87724662,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,386942,,0.00,0,0,,0
27049,"HOTEL MARQUÉS DE RISCAL, A LUXURY COLLECTION HOTEL",1,Reservations,V,HTL,,,,marquesderiscal@luxurycollection.com,"HOTEL MARQUES DE RISCAL SL",,,"C. Torrea Kalea, 1, 01340 Elciego, Álava",,,,,,,España,"+34 945 18 08 80",,,,,,B01405638,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,74479,,0.00,0,0,,0
27050,"HOTEL MARIA CRISTINA",1,Reservations,V,HTL,,,,,"Marriott International, Inc",,,"República Argentina K., 4, 20004 Donostia / San Sebastián",,,,,Gipuzkoa,,España,"+34 943 43 76 00",,,,,,B45050499,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,50603,,0.00,0,0,,0
27051,"HOTEL HUMANO",1,Reservations,V,HTL,,,,contact@hotel-humano.com,"GRUPO HOTELERO HABITA",,,"Alejandro Cárdenas Peralta 610, Brisas de Zicatela, 70934 Brisas de Zicatela",,,,,,Oaxaca,México,"954 689 0160",,,,,,GHH180822830,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,611375,,0.00,0,0,,0
27052,"Hoshinoya Karuizawa",1,,V,HTL,,,,,,,,,,,,,,,,"+81 50-3134-8091",,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27053,"Hoshinoya Tokyo",1,,V,HTL,,,,,,,,,,,,,,,,"+81 50-3134-8091",,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27060,"SHINTA MANI WILD",1,Reservations,V,HTL,,,,Reservations.wild@shintamani.com,"Tmor Rung Development Co.,Ltd",,,"Prey Praseth Village, Kampong Seila&#8203;",,,,,,,Camboya,"+855 96 919 0000",,,,,,10921430,,"Maybank (Cambodia) Plc.",,000060200064705,,"SWIFT: MBBEKHPP",,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,614157,,0.00,0,0,"BANK DETAILS:
Beneficiary Bank : Maybank (Cambodia) Plc.
Address : #4B, Street 114 (Kramoun Sar), Phnom Penh, Cambodia
CHIP UID : 407744
SWIFT CODE : MBBEKHPP
Beneficiary Name: Tmor Rung Development Co., Ltd
Account Number : 000060200064705",0
27079,"CLARIDGE S HOTEL",1,Reservations,V,HTL,,,,reservations@claridges.co.uk,"CLARIDGES HOTEL LIMITED",,,"Brook St, W1K 4HR",,,,,Londres,,"Reino Unido","+44 20 7629 8860",,,,,,"GB 285606772","Tarjeta AMEX",,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,48743,,0.00,0,0,,0
27083,"L AUBERGE DEL MAR",1,Reservations,V,HTL,,,,gerenciaventas@hotelposadadelmar.mx,"L-O Del Mar Hotel",,,"1540 Camino Del Mar, 92014",,,,,"Del Mar",California,"Estados Unidos","+1 858-386-1336",,,,,,36926,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,26701,,0.00,0,0,,0
27084,"HOTEL JEROME, AUBERGE COLLECTION",1,Reservations,V,HTL,,,,jerome.reservations@aubergeresorts.com,"Auberge Resorts LLC",,,"330 E Main St, Aspen, CO 81611",,,,,,,"Estados Unidos","+1 855-331-7213",,,,,,1299080,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,24799,,0.00,0,0,,0
27085,"HOTEL LE COUCOU",1,Reservations,V,HTL,,,,reception@lecoucoumeribel.com,"SAS LE COUCOU MERIBEL",,,"464 Rte du Belvédère, 73550 Les Allues",,,,,,,Francia,"+33 4 57 58 37 37",,,,,,"839 752 441 R.C",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,328591,,0.00,0,0,,0
27086,"THE RITZ CARLTON YACHT COLLECTION",1,"Dovile Kereviciute",V,CRC,,,,Dovile.Kereviciute@ritz-carltonyachtcollection.com,"Cruise Yacht OpCo Ltd",,,,,,,,,,,"+1 (305) 907-7099",,,,,,"MT C 79716",,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27087,"Primerent Exclusive Car Rental",1,,V,,,,,,,,,"Via Flaminia, 491 00191 – Roma",,,,,,,,"+39 06 33220167",,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27092,"A Mano Cuero",1,Información,V,OTR,"Se especializa en la fabricación artesanal de artículos de piel para decoración.",,,hola@amanocuero.com.mx,"DEVIN, S.A. DE C.V.",,,"Av. Pdte. Lic. Adolfo López Mateos 3, Independencia, 53830",,,,," Naucalpan de Juárez, ","Estado de México",México,"55 5505 8080",,,,,,DSA1604216Y0,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27105,"THE PENINSULA CHICAGO",1,"Director of Corporate and Leisure Sales",V,HTL,,,,chadhilpipre@peninsula.com,"Peninsula Chicago LLC",,,"108 E Superior St, IL 60611",,,,,Chicago,,"Estados Unidos","+1 312-337-2888",,,,,,11002777,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,45918,,0.00,0,0,,0
27108,"Austrian Airlines",1,,V,"BBF,VLO,ABC",,,,,OS,,,,,,,,,,,"+43 1 70148 1000",,,,,,,,,,,,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27109,"KISAWA SANCTUARY",1,Reservations,V,HTL,,,,reservations@kisawasanctuary.com,"Kisawa Residences & Sanctuaries property",,,"Kisawa Sanctuary Benguerra Island Inhambane, 1304",,,,,,,Mozambique,"+971 4 875 2323",,,,,,06637145,,,,0110166826,AE880211000000110166826,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,396651,,0.00,0,0,,0
27114,"CASA BRIVIO",1,Reservations,V,HTL,,,,info@casabrivio.com,"CASA BRIVIO MILANO",,,"Via Carlo Ottavio Cornaggia, 12, 20123",,,,,Milano,,Italia,"+39 02 2556 6413",,,,,,10283200961,,,,"VENTA DIRECTA",,,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
27115,"RESCHIO HOTEL",1,Reservations,V,HTL,,,,reservations@reschio.com,"Reschio S.r.l.",,,"Tabaccaia di Reschio, 06060 ",,,,,"Lisciano Niccone PG",,Italia,"+39 075 844362",,,,,,IT05230420480,,,,,"IT20T0103038740 000063297856",PASCITMMUMB,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,328362,,0.00,0,0,,0
27142,"IMPERIAL TOURS",1,"Terence Parker",V,PKT,,,,terence@imperialtours.net,"TRAVEL IN STYLE LTD. ",,,"2508A Fook Yip Bldg 53 - 57 Kwai Fung Crescent, Kwai Chung, Hong Kong S ",,,,,,,"Hong Kong","+852 9383 9232 ",,,,,,"354021 ",,,,848-755500-838,,HSBCHKHHHKH,,,,,,,,,,,0000-00-00,,0000-00-00,,0000-00-00,0,,0,0.00,,,0.00,0,0,,0
